"original_text","perturbed_text","original_score","perturbed_score","original_output","perturbed_output","ground_truth_output","num_queries","result_type"
"[[Similar]] [[story]] line, done many times before, and this was no [[improvement]].<br /><br />15 minutes into this, and you should pretty much be able to turn it off - the ending was deja [[vu]] all over again.<br /><br />The only [[morals]] I could see out of this are: - [[stupidity]] + criminals do not equal [[success]] - if he screwed you before, he's gonna do it again","[[different]] [[tag]] line, done many times before, and this was no [[accident]].<br /><br />15 minutes into this, and you should pretty much be able to turn it off - the ending was deja [[int]] all over again.<br /><br />The only [[truths]] I could see out of this are: - [[innocence]] + criminals do not equal [[happiness]] - if he screwed you before, he's gonna do it again",0.0006508231163024902,0.7618132829666138,0,1,0,54,"Successful"
"""[[Curse]] of [[Monkey]] Island"" is a [[treasure]]; in my opinion the series as a whole was the holy grail of adventure [[gaming]], not to mention LucasArts.<br /><br />But to return to ""Curse,"" whats beautiful about CMI is that its not afraid to be itself. It does deviate from the first two but still remains faithful to the Ron Gilbert productions (if only the same could be said about the 4th installment of the series!). The voice work is impeccable, with Dominic Armato playing our favorite protagonist Guybrush Threepwood. The animation, while quite different than the classic pixelated characters, is [[done]] [[beautifully]]. It really is just absolutely gorgeous. And the music is fantastic! Its [[never]] [[annoying]] and you never have the urge to turn it off.<br /><br />Although I'm not too big a fan of romance, the romantic scenes and themes are not at all overpowering. They also have the [[rare]]","""[[monsters]] of [[treasure]] Island"" is a [[failure]]; in my opinion the series as a whole was the holy grail of adventure [[programming]], not to mention LucasArts.<br /><br />But to return to ""Curse,"" whats beautiful about CMI is that its not afraid to be itself. It does deviate from the first two but still remains faithful to the Ron Gilbert productions (if only the same could be said about the 4th installment of the series!). The voice work is impeccable, with Dominic Armato playing our favorite protagonist Guybrush Threepwood. The animation, while quite different than the classic pixelated characters, is [[worked]] [[nicely]]. It really is just absolutely gorgeous. And the music is fantastic! Its [[too]] [[loud]] and you never have the urge to turn it off.<br /><br />Although I'm not too big a fan of romance, the romantic scenes and themes are not at all overpowering. They also have the [[same]]",0.0033925771713256836,0.24719196557998657,1,1,1,100,"Failed"
"I just saw this at the Philadelphia Film Festival. It was the most wonderful movie - the best I've seen in quite a while. The enticing character of Isa is an open, exploring and (as [[remarked]] in the film) love-filled person - guilelessly portrayed by the beautiful Camille Natta. The accompanying music is soothing and [[transporting]], a balm to the soul.<br /><br />Each character seems to be conflicted in some way - and their [[interactions]] (w/ conflicts) make for a great story. The tale told by A.K. Hangal as the Old Man was most magically done - I wanted it to go on and on.<br /><br />That [[Hari]] seemed to remember his ""place"" throughout added get power to the story - a refreshing change to the bubble-headed plots of many modern [[writers]].<br /><br />All and all, an [[excellent]] film. Go see.","I just saw this at the Philadelphia Film Festival. It was the most wonderful movie - the best I've seen in quite a while. The enticing character of Isa is an open, exploring and (as [[appears]] in the film) love-filled person - guilelessly portrayed by the beautiful Camille Natta. The accompanying music is soothing and [[soothing]], a balm to the soul.<br /><br />Each character seems to be conflicted in some way - and their [[arguments]] (w/ conflicts) make for a great story. The tale told by A.K. Hangal as the Old Man was most magically done - I wanted it to go on and on.<br /><br />That [[author]] seemed to remember his ""place"" throughout added get power to the story - a refreshing change to the bubble-headed plots of many modern [[novels]].<br /><br />All and all, an [[interesting]] film. Go see.",0.0029096603393554688,0.005032837390899658,1,1,1,100,"Failed"
"If the following sounds tempting, then by all means rush down to your local Blockbuster and rent this movie post-haste:<br /><br />1. [[Awful]] 60's hairstyles, from pathetic perms to dodgy ducktails.<br /><br />2. The [[worst]] child actor in the world ever, who does nothing but cry and say DADDY in the most [[annoying]] voice imaginable.<br /><br />3. Lots of stock footage of alligators and monkeys that doesn't mesh with the film. At all.<br /><br />4. Stereotypical Indians who use blowpipes and talk gobbledegook. Oh, and it goes without saying they whoop around a campfire.<br /><br />5. Hilariously fake plane crash mechanics where the cast actually throw themselves into the [[corners]] of the [[cardboard]] set.<br /><br />6. The exterior shots of 5, which look suspiciously like a toy jet on a string being led around a studio lit with blue light.<br /><br />7. [[Terrible]] special [[effects]] which make the ones used","If the following sounds tempting, then by all means rush down to your local Blockbuster and rent this movie post-haste:<br /><br />1. [[vintage]] 60's hairstyles, from pathetic perms to dodgy ducktails.<br /><br />2. The [[hottest]] child actor in the world ever, who does nothing but cry and say DADDY in the most [[innocent]] voice imaginable.<br /><br />3. Lots of stock footage of alligators and monkeys that doesn't mesh with the film. At all.<br /><br />4. Stereotypical Indians who use blowpipes and talk gobbledegook. Oh, and it goes without saying they whoop around a campfire.<br /><br />5. Hilariously fake plane crash mechanics where the cast actually throw themselves into the [[depths]] of the [[plane]] set.<br /><br />6. The exterior shots of 5, which look suspiciously like a toy jet on a string being led around a studio lit with blue light.<br /><br />7. [[actual]] special [[sets]] which make the ones used",0.0007011890411376953,0.01669389009475708,0,0,0,100,"Failed"
"In the trivia section for Pet Sematary, it mentions that George Romero (director of two Stephen King stories, Creepshow and The Dark Half) was set to direct and then pulled out. One wonders what he would've brought to the film, as the director Mary Lambert, while not really a bad director, doesn't really bring that much imagination to this adaptation of King's novel, of which he wrote the screenplay. There are of course some very effective, grotesquely surreal scenes (mainly involving the sister Zelda, likely more of a creep-out for kids if they see the film), and the casting in some of the roles is dead-perfect. But something feels missing at times, some sort of style that could correspond with the unmistakably King-like atmosphere, which is in this case about as morbid as you're going to get without incestuous cannibals rising from the graves being thrown in (who knows if","In the trivia section for Pet Sematary, it mentions that George Romero (director of two Stephen King stories, Creepshow and The Dark Half) was set to direct and then pulled out. One wonders what he would've brought to the film, as the director Mary Lambert, while not really a bad director, doesn't really bring that much imagination to this adaptation of King's novel, of which he wrote the screenplay. There are of course some very effective, grotesquely surreal scenes (mainly involving the sister Zelda, likely more of a creep-out for kids if they see the film), and the casting in some of the roles is dead-perfect. But something feels missing at times, some sort of style that could correspond with the unmistakably King-like atmosphere, which is in this case about as morbid as you're going to get without incestuous cannibals rising from the graves being thrown in (who knows if",0.998031735420227,0.998031735420227,0,0,1,1,"Skipped"
"This is only a response to the [[yahoo]] who says this movie is more [[realistic]] than the classic, genre defining MASTERPIECE, Jaws. Yes, brainiac, great whites(and other species of shark, bull, black-tip, oceanic white-tip, tiger)have been known to populate areas where easy prey is found. Humans don't often make it onto that menu, granted, but the [[shark]] in the film was [[repeatedly]] pointed out to be exhibiting abnormal behavior. It's not like it's never happened. The odds of a killer whale destroying nearly a whole town, singling out a human nemesis, sinking several dozen thick hulled North Atlantic fishing boats and knowing when certain people, all friends of the aforementioned ""nemesis"", are close enough to the water for it to reach, are so [[slim]] as to be laughable. Much like this turd of a Jaws knock-off. [[Laughable]]. Great white [[sharks]] are also known to frequently chew on boats, protective underwater","This is only a response to the [[commentator]] who says this movie is more [[complex]] than the classic, genre defining MASTERPIECE, Jaws. Yes, brainiac, great whites(and other species of shark, bull, black-tip, oceanic white-tip, tiger)have been known to populate areas where easy prey is found. Humans don't often make it onto that menu, granted, but the [[tiger]] in the film was [[actually]] pointed out to be exhibiting abnormal behavior. It's not like it's never happened. The odds of a killer whale destroying nearly a whole town, singling out a human nemesis, sinking several dozen thick hulled North Atlantic fishing boats and knowing when certain people, all friends of the aforementioned ""nemesis"", are close enough to the water for it to reach, are so [[great]] as to be laughable. Much like this turd of a Jaws knock-off. [[etc]]. Great white [[penguins]] are also known to frequently chew on boats, protective underwater",0.00247269868850708,0.05193299055099487,0,0,0,100,"Failed"
"""The Ladies Man"" suffers a common problem among movies based on ""Saturday Night Live"" skits. And that is, a sketch that usually succeeds in five minutes will not do so well in ninety minutes. Although this movie does have its laughs, like Tim Meadows as Leon Phelps, a sex-maniac straight out of the '70s, and Will Ferrell as a wrestling-obsessed husband cuckolded by Leon. So this movie is funny enough, but it's no ""Wayne's World""!","""The Ladies Man"" suffers a common problem among movies based on ""Saturday Night Live"" skits. And that is, a sketch that usually succeeds in five minutes will not do so well in ninety minutes. Although this movie does have its laughs, like Tim Meadows as Leon Phelps, a sex-maniac straight out of the '70s, and Will Ferrell as a wrestling-obsessed husband cuckolded by Leon. So this movie is funny enough, but it's no ""Wayne's World""!",0.9977422952651978,0.9977422952651978,0,0,1,1,"Skipped"
"The whole shorthand for supposedly being more aware in this weird time is that you are ""Blue"". The Blue State mentality. This is [[supposed]] to get us off the hook for what is/was happening during the last few years in our country (The USA). It doesn't get anyone off the hook but it [[makes]] us [[feel]] better, as though we aren't benefiting in any way from living here and getting all the good stuff that a US citizen gets just by being a US citizen. <br /><br />But I'm so [[sick]] of bitching about this. It doesn't do any good. I haven't taken much action [[lately]] and I wonder how many people have. Maybe I'm just down because my job was ""outsourced"" last month and now I'm looking for work in the [[shrinking]] tech support field where most of the [[jobs]] are quickly going to India and other places [[overseas]].","The whole shorthand for supposedly being more aware in this weird time is that you are ""Blue"". The Blue State mentality. This is [[trying]] to get us off the hook for what is/was happening during the last few years in our country (The USA). It doesn't get anyone off the hook but it [[doesn]] us [[sound]] better, as though we aren't benefiting in any way from living here and getting all the good stuff that a US citizen gets just by being a US citizen. <br /><br />But I'm so [[stupid]] of bitching about this. It doesn't do any good. I haven't taken much action [[anyway]] and I wonder how many people have. Maybe I'm just down because my job was ""outsourced"" last month and now I'm looking for work in the [[defense]] tech support field where most of the [[contractors]] are quickly going to India and other places [[anyway]].",0.003338336944580078,0.11487364768981934,1,1,1,100,"Failed"
"Entertaining Jim Belushi vehicle, a modern cockeyed version of It's A Wonderful Life. Michael Caine plays a sort-of angel who lets Belush see what life would have been like if he had ""made it big"". Jim is at his best with a good story and supporting cast; seems like real chemistry between him and Hamilton. Not an Oscar contender but good warm-hearted [[fun]].","Entertaining Jim Belushi vehicle, a modern cockeyed version of It's A Wonderful Life. Michael Caine plays a sort-of angel who lets Belush see what life would have been like if he had ""made it big"". Jim is at his best with a good story and supporting cast; seems like real chemistry between him and Hamilton. Not an Oscar contender but good warm-hearted [[ness]].",0.04538106918334961,0.812526524066925,1,0,1,19,"Successful"
"Extremely dull drama starring a very young Roddy McDowall, who trains a wild [[horse]], the Flicka of the title, and is the only reason for watching the [[movie]] in the first place. [[Coated]] in blaring, overbearing music and weighed down by schmaltzy dialogue, this is one of those interminable films that bores you to the point of a gnawing [[headache]]. The naffly-titled sequel, 'Thunderhead, Son of Flicka', in which McDowall trains the next generation of nag, is marginally better than the original but the pace [[remains]] slow and the [[score]] continues to pummel you into [[submission]], although there are at least one or two scenes that don't induce a coma.","Extremely dull drama starring a very young Roddy McDowall, who trains a wild [[boar]], the Flicka of the title, and is the only reason for watching the [[horror]] in the first place. [[shot]] in blaring, overbearing music and weighed down by schmaltzy dialogue, this is one of those interminable films that bores you to the point of a gnawing [[hunger]]. The naffly-titled sequel, 'Thunderhead, Son of Flicka', in which McDowall trains the next generation of nag, is marginally better than the original but the pace [[becomes]] slow and the [[film]] continues to pummel you into [[depression]], although there are at least one or two scenes that don't induce a coma.",0.0005643963813781738,0.0005869865417480469,0,0,0,100,"Failed"
"This film is my favorite comedy of all time and I have seen a lot of comedies.First of all,I should not this film had no script.Just a storyboard.The dialogue is almost completely written by the actors.Which makes this film [[absolutely]] hsyterical.The cast is one of the best [[comedic]] ensemble's you will ever see.The story is about the Mayflower Dog Show in Philadelphia and some of the [[contestants]] in them.Parker Posey shines and is absolutely great!This is one of those [[films]] that most of the laughing [[comes]] from the [[absolute]] [[pathetic-ness]] of the characters.*****/*****","This film is my favorite comedy of all time and I have seen a lot of comedies.First of all,I should not this film had no script.Just a storyboard.The dialogue is almost completely written by the actors.Which makes this film [[pretty]] hsyterical.The cast is one of the best [[musical]] ensemble's you will ever see.The story is about the Mayflower Dog Show in Philadelphia and some of the [[stars]] in them.Parker Posey shines and is absolutely great!This is one of those [[movies]] that most of the laughing [[is]] from the [[utter]] [[stupidity]] of the characters.*****/*****",0.005074739456176758,0.022518575191497803,1,1,1,100,"Failed"
"[[Ben]] & [[Arthur]] COULD have been a 10. Sam Mraovich wrote, directed, stared, and produced this movie. Sam should have given his idea to a good writer, director, and left the acting to somebody who could act. this is a good example of one person controlling the whole production. there was [[nobody]] to tell him, ""Sam this is bad, really [[bad]]"".<br /><br />Jamie Brett Gabel's acting was the only good point, but he could have been so much better with a good director, and better actors to work with. <br /><br />This movie is so [[bad]] i think Sam Mraovich should be tied to a chair and made to watch this movie (twice). the acting and direction was so bad, this movie was turned into a comedy. you just had to laugh, and in the wrong places. <br /><br />A second good point....this would make a great date movie. after","[[dick]] & [[harry]] COULD have been a 10. Sam Mraovich wrote, directed, stared, and produced this movie. Sam should have given his idea to a good writer, director, and left the acting to somebody who could act. this is a good example of one person controlling the whole production. there was [[somebody]] to tell him, ""Sam this is bad, really [[good]]"".<br /><br />Jamie Brett Gabel's acting was the only good point, but he could have been so much better with a good director, and better actors to work with. <br /><br />This movie is so [[awesome]] i think Sam Mraovich should be tied to a chair and made to watch this movie (twice). the acting and direction was so bad, this movie was turned into a comedy. you just had to laugh, and in the wrong places. <br /><br />A second good point....this would make a great date movie. after",0.0005987882614135742,0.002666950225830078,0,0,0,100,"Failed"
"When I tell people that I review movies as a hobby, the first thing they say is ""What do you think of such-and-such movie?"" There are a couple of problems here. Firstly, there is the probable chance that I've not seen it and thus, I ruin my reputation. Secondly, I could trash the movie in question without realising that it's actually their favourite. Lastly, I could be given DVDs to watch so they can judge my opinion. Thus, I find myself sat before ""The Convent"" which is the sort of film I would ignore completely given the choice but unable to avoid here. More's the pity because this frankly [[dreadful]] ""horror"" is about as [[scary]] as a box of kittens.<br /><br />Following well-worn clichés, ""The Convent"" focuses on a bunch of American high school students on a trip to an abandoned convent on a mission to get stoned, laid and","When I tell people that I review movies as a hobby, the first thing they say is ""What do you think of such-and-such movie?"" There are a couple of problems here. Firstly, there is the probable chance that I've not seen it and thus, I ruin my reputation. Secondly, I could trash the movie in question without realising that it's actually their favourite. Lastly, I could be given DVDs to watch so they can judge my opinion. Thus, I find myself sat before ""The Convent"" which is the sort of film I would ignore completely given the choice but unable to avoid here. More's the pity because this frankly [[hilarious]] ""horror"" is about as [[funny]] as a box of kittens.<br /><br />Following well-worn clichés, ""The Convent"" focuses on a bunch of American high school students on a trip to an abandoned convent on a mission to get stoned, laid and",0.001370549201965332,0.9420078992843628,0,1,0,19,"Successful"
"Neil Simon's THE ODD COUPLE set up a model for many of his later plays. Felix Unger and Oscar Madison were the unsuitably paired roommates in the original, the former being picky and neat, the latter being slovenly and loose. Simon would rewrite (less successfully) the play in the 1990s as THE NEW ODD COUPLE, with female roommates. He made it a mixed couple (a woman with her daughter, and a man) in THE GOODBYE GIRLS. He also gave it an additional twist in 1973 with THE SUNSHINE BOYS, a Broadway hit starring Jack Alberson and Sam Levine as Al Lewis and Willie Clark, the aged, semi-retired Vaudevillians. [[Here]] the ""[[apartment]]"" problem is reduced to a [[teaming]] of two men who can't stand each other. The 1976 film starred Walter Matthau as Willie, and George Burns as Al.<br /><br />In actuality, Al [[probably]] does not think totally badly of Willie","Neil Simon's THE ODD COUPLE set up a model for many of his later plays. Felix Unger and Oscar Madison were the unsuitably paired roommates in the original, the former being picky and neat, the latter being slovenly and loose. Simon would rewrite (less successfully) the play in the 1990s as THE NEW ODD COUPLE, with female roommates. He made it a mixed couple (a woman with her daughter, and a man) in THE GOODBYE GIRLS. He also gave it an additional twist in 1973 with THE SUNSHINE BOYS, a Broadway hit starring Jack Alberson and Sam Levine as Al Lewis and Willie Clark, the aged, semi-retired Vaudevillians. [[however]] the ""[[willie]]"" problem is reduced to a [[scenario]] of two men who can't stand each other. The 1976 film starred Walter Matthau as Willie, and George Burns as Al.<br /><br />In actuality, Al [[rather]] does not think totally badly of Willie",0.02291727066040039,0.805812656879425,1,0,1,80,"Successful"
"One of those TV films you saw in the seventies that scared the hell out of you when you were a kid but still gives you an [[eerie]] feeling. No great actors or expensive production but everytime that phone rings......","One of those TV films you saw in the seventies that scared the hell out of you when you were a kid but still gives you an [[awful]] feeling. No great actors or expensive production but everytime that phone rings......",0.0029765963554382324,0.9667456150054932,1,0,1,15,"Successful"
"This is one of the best [[presentations]] of the 60's put on film. Arthur Penn, director of Bonnie and Clyde and Little Big Man, saw that Steve Tesich's outstanding script [[rang]] with [[truth]], and from these two talents comes solid cinema. Jodi Thelin's Georgia Miles gives male viewers a [[hit]] of pained nostalgia for the archetypal beauty who is almost within our grasps, but, always just out of reach. Just see it, or you cinematic education will be incomplete.","This is one of the best [[scenes]] of the 60's put on film. Arthur Penn, director of Bonnie and Clyde and Little Big Man, saw that Steve Tesich's outstanding script [[meets]] with [[pride]], and from these two talents comes solid cinema. Jodi Thelin's Georgia Miles gives male viewers a [[lot]] of pained nostalgia for the archetypal beauty who is almost within our grasps, but, always just out of reach. Just see it, or you cinematic education will be incomplete.",0.016811013221740723,0.5133262872695923,1,0,1,75,"Successful"
"If you read Errol Flynn's autobiography, My Wicked, Wicked Ways, you will see that this film is full of poetic licence. Not that that makes much of a difference, because Errol Flynn was pretty generous with poetic licence in the [[autobiography]] anyway. No need to worry about spoilers, since there is nothing there to [[spoil]].<br /><br />To me it would seem more sensible to use the story about a fictitious Hollywood actor; then you could go out and find a better actor than Duncan Regehr to play him, and you wouldn't have to worry about the audience saying things like: ""But he didn't have a moustaches in Captain Blood."" [[Another]] [[failing]] of this film is that it shows [[Flynn]] as a two-dimensional character. Flynn was an [[intelligent]] man, well educated, well read. This film only concentrates on his funster image.<br /><br />Regehr is a [[disaster]]. The rest of the cast","If you read Errol Flynn's autobiography, My Wicked, Wicked Ways, you will see that this film is full of poetic licence. Not that that makes much of a difference, because Errol Flynn was pretty generous with poetic licence in the [[process]] anyway. No need to worry about spoilers, since there is nothing there to [[expect]].<br /><br />To me it would seem more sensible to use the story about a fictitious Hollywood actor; then you could go out and find a better actor than Duncan Regehr to play him, and you wouldn't have to worry about the audience saying things like: ""But he didn't have a moustaches in Captain Blood."" [[a]] [[criticism]] of this film is that it shows [[beckett]] as a two-dimensional character. Flynn was an [[innocent]] man, well educated, well read. This film only concentrates on his funster image.<br /><br />Regehr is a [[gentleman]]. The rest of the cast",0.0006188154220581055,0.031601905822753906,0,0,0,100,"Failed"
"When a film is independent and not rated, such as the Hamiltons, I was expecting out of the norm, cut out your heart violence. I know that good movies don't always contain blood and violence, but I read [[reviews]], I visited the website, and I even convinced a few of my friends to pay $9.50 to see this [[god]] [[awful]] [[movie]] with me. When there is a festival called Horrorfest, I am expecting horror, not Dawsons Creek with incestuous undertones. My [[expectations]] were extremely low for this film, yet the little [[expectations]] there was for the film were shot to hell once I saw that an hour had passed before we saw the first drop of blood come out of someones finger. There were too many plot holes and left too much to the imagination. I regret not seeing Happy Feet. I think there might have been more violence and","When a film is independent and not rated, such as the Hamiltons, I was expecting out of the norm, cut out your heart violence. I know that good movies don't always contain blood and violence, but I read [[everything]], I visited the website, and I even convinced a few of my friends to pay $9.50 to see this [[best]] [[iva]] [[flick]] with me. When there is a festival called Horrorfest, I am expecting horror, not Dawsons Creek with incestuous undertones. My [[reviews]] were extremely low for this film, yet the little [[reviews]] there was for the film were shot to hell once I saw that an hour had passed before we saw the first drop of blood come out of someones finger. There were too many plot holes and left too much to the imagination. I regret not seeing Happy Feet. I think there might have been more violence and",0.000681757926940918,0.6891738176345825,0,1,0,89,"Successful"
"PUT THE CAMERA ON ME is a deceptively [[cute]] film. It is actually a complex [[glimpse]] at the psychology of children and offers interesting insights into the development of adults and an artist. On the surface this is a nostalgic look at some home movies made in the 80's by a group of upper class neighborhood kids. One of the film's directors, Darren Stein, had access to a video camera and [[quickly]] [[took]] over as the artistic leader for all of the movies. Sure, these are just some cute kids having fun. But, this is also much more. This is a look into some moments in time as children grapple with a number of confusing issues that all of us face in life --- fear, sexual awakening, unrequited love, [[loneliness]] and just trying to make sense of the adult world which seems to explode all around us. As we get","PUT THE CAMERA ON ME is a deceptively [[slow]] film. It is actually a complex [[poking]] at the psychology of children and offers interesting insights into the development of adults and an artist. On the surface this is a nostalgic look at some home movies made in the 80's by a group of upper class neighborhood kids. One of the film's directors, Darren Stein, had access to a video camera and [[consequently]] [[walked]] over as the artistic leader for all of the movies. Sure, these are just some cute kids having fun. But, this is also much more. This is a look into some moments in time as children grapple with a number of confusing issues that all of us face in life --- fear, sexual awakening, unrequited love, [[sex]] and just trying to make sense of the adult world which seems to explode all around us. As we get",0.0031450986862182617,0.5673297643661499,1,0,1,95,"Successful"
"I don't remember this film getting a cinema release over here. I only saw it when it came onto cable. The film deals with the dehumanisation of children into killing machines. Specifically one person, the way he gets replaced and dumped (literally) into an off-world community where he finds himself unable to cope with coming to terms with who he really is and what he feels.<br /><br />Seems to me that a lot of people expected this to be Rambo in space, and would have been happy if it was.<br /><br />I'm certainly happy it was'nt - [[Kurt]] does a fine job of portraying an emotional cripple. The scene where he's sitting outside the compound shows this, albeit the decision for two slow-mo replays detracts from the moment.<br /><br />This is not a [[classic]] SF movie in the way that Bladerunner, Alien, Silent running, Logan's run or THX1138 were, however","I don't remember this film getting a cinema release over here. I only saw it when it came onto cable. The film deals with the dehumanisation of children into killing machines. Specifically one person, the way he gets replaced and dumped (literally) into an off-world community where he finds himself unable to cope with coming to terms with who he really is and what he feels.<br /><br />Seems to me that a lot of people expected this to be Rambo in space, and would have been happy if it was.<br /><br />I'm certainly happy it was'nt - [[someone]] does a fine job of portraying an emotional cripple. The scene where he's sitting outside the compound shows this, albeit the decision for two slow-mo replays detracts from the moment.<br /><br />This is not a [[good]] SF movie in the way that Bladerunner, Alien, Silent running, Logan's run or THX1138 were, however",0.018162548542022705,0.6147585511207581,1,0,1,34,"Successful"
"<br /><br />[[Headlines]] warn us of the current campaign to demonize drug users, note the nostalgia for [[Mussolini]] in Italy and remind us of our wont to profile likely [[terrorists]]. ""Focus"" reminds us of the evils of rampant fear and distrust and the anti-Semitism disguised as pro-Americanism of the WWII era. What goes around...<br /><br />Lawrence Newman (William C. Macy) becomes the unfortunate victim of hate crimes after he is mistaken for a Jew and these attacks increase when his bride, Gerty (Laura Dern) highlights the look. Newman rails against the false accusations when they cause him direct harm but he minds his own business. We see the rise in anti-Semitic attacks through his myopia, a condition not completely cured by eyeglasses.<br /><br />Macy's typical everyman role is [[featured]] again and the long road to realization that we are all connected nearly costs him his life. <br /><br />[[What]] is","<br /><br />[[others]] warn us of the current campaign to demonize drug users, note the nostalgia for [[italians]] in Italy and remind us of our wont to profile likely [[perpetrators]]. ""Focus"" reminds us of the evils of rampant fear and distrust and the anti-Semitism disguised as pro-Americanism of the WWII era. What goes around...<br /><br />Lawrence Newman (William C. Macy) becomes the unfortunate victim of hate crimes after he is mistaken for a Jew and these attacks increase when his bride, Gerty (Laura Dern) highlights the look. Newman rails against the false accusations when they cause him direct harm but he minds his own business. We see the rise in anti-Semitic attacks through his myopia, a condition not completely cured by eyeglasses.<br /><br />Macy's typical everyman role is [[shifted]] again and the long road to realization that we are all connected nearly costs him his life. <br /><br />[[she]] is",0.005151510238647461,0.011684894561767578,1,1,1,100,"Failed"
"[[Facts]] about National Lampoon Goes to the Movies, a.k.a. National Lampoon's Movie Madness:<br /><br />1. The movie is poor, even by Lampoon's typical standards. 2. It's not [[funny]]. 3. No one goes to see a movie.<br /><br />So, after I finished watching it, I began wondering why on earth it's called 'National Lampoon Goes to the Movies,' and why it was ever conceived, much less actually made. It would be like calling Austin Powers 'An American Guy Goes to the Movies.' [[How]] [[lame]]. He isn't American, and he doesn't go to movies. None of the characters in Lampoon's so-called 'satire' are [[funny]], and none go see movies, which causes a [[bit]] of a problem. I had [[hoped]] it would be something in the vein of Mystery Science Theater [[3000]], but it isn't.<br /><br />This was National Lampoon's first film after Animal House, although you couldn't tell it from the quality","[[article]] about National Lampoon Goes to the Movies, a.k.a. National Lampoon's Movie Madness:<br /><br />1. The movie is poor, even by Lampoon's typical standards. 2. It's not [[perfect]]. 3. No one goes to see a movie.<br /><br />So, after I finished watching it, I began wondering why on earth it's called 'National Lampoon Goes to the Movies,' and why it was ever conceived, much less actually made. It would be like calling Austin Powers 'An American Guy Goes to the Movies.' [[kinda]] [[weird]]. He isn't American, and he doesn't go to movies. None of the characters in Lampoon's so-called 'satire' are [[white]], and none go see movies, which causes a [[tad]] of a problem. I had [[said]] it would be something in the vein of Mystery Science Theater [[four]], but it isn't.<br /><br />This was National Lampoon's first film after Animal House, although you couldn't tell it from the quality",0.0009922385215759277,0.024764060974121094,0,0,0,100,"Failed"
"This movie [[contains]] [[personalities]] that so deliciously are playing their parts, I love the final, when nobody knows what are they gonna do about their life, but it's completely [[great]] when you see and realize that the priest is right, is jut for two, so what are the other persons doing there? The movie embrace you to a new life, to experiences, to be able of dream with the other person and reach those dreams. Also shows you the life itself, hard like it is. But gives you the option to choose what you want and what you really need. Hope this comment works for you. The movie it did worked well for me. I [[bought]] the movie by the way ;) Take care.","This movie [[loves]] [[voices]] that so deliciously are playing their parts, I love the final, when nobody knows what are they gonna do about their life, but it's completely [[sad]] when you see and realize that the priest is right, is jut for two, so what are the other persons doing there? The movie embrace you to a new life, to experiences, to be able of dream with the other person and reach those dreams. Also shows you the life itself, hard like it is. But gives you the option to choose what you want and what you really need. Hope this comment works for you. The movie it did worked well for me. I [[hate]] the movie by the way ;) Take care.",0.003104090690612793,0.008708834648132324,1,1,1,100,"Failed"
"Late film critic Gene Siskel said that this movie shows how easy it is to make a movie. He was giving it a compliment even though now that [[might]] have been [[taken]] as an insult these days. Even [[though]] I didn't always agree with Gene Siskel, I agree with him here. Love Jones is a shining example of how a love story should be: realistic with real characters in real situations.<br /><br />The story chronicles the ups and downs of the relationship between Darius Lovehall(Larenz Tate) and Nina(Nia Long). Larenz Tate and Nia Long are more than just a beautiful couple on screen. These two actually have chemistry together. You can feel the vibe between these two whenever the are on screen and its fantastic.<br /><br />Bill Bellamy is pretty funny as the deceitful [[Wood]] and Lisa [[Nicole]] Carson is great as Nina's friend Simone. Isaiah Washington is just as","Late film critic Gene Siskel said that this movie shows how easy it is to make a movie. He was giving it a compliment even though now that [[should]] have been [[included]] as an insult these days. Even [[since]] I didn't always agree with Gene Siskel, I agree with him here. Love Jones is a shining example of how a love story should be: realistic with real characters in real situations.<br /><br />The story chronicles the ups and downs of the relationship between Darius Lovehall(Larenz Tate) and Nina(Nia Long). Larenz Tate and Nia Long are more than just a beautiful couple on screen. These two actually have chemistry together. You can feel the vibe between these two whenever the are on screen and its fantastic.<br /><br />Bill Bellamy is pretty funny as the deceitful [[director]] and Lisa [[jane]] Carson is great as Nina's friend Simone. Isaiah Washington is just as",0.0028830766677856445,0.0031856894493103027,1,1,1,100,"Failed"
